# Equal-time spatial all-to-all average over all time slices.
# d m n corr err corr_conn err_conn
504 15 -7 2.1384648437500001e-01 2.0646358355132567e-03 2.1384428506282807e-01 2.0649628960144658e-03
505 15 -6 2.1349062499999999e-01 2.0702002501409361e-03 2.1348842568782805e-01 2.0705336074799516e-03
506 15 -5 2.1300546875000001e-01 2.0865593845775521e-03 2.1300326943782807e-01 2.0868991226156573e-03
507 15 -4 2.1246445312500001e-01 2.1058810390300452e-03 2.1246225381282807e-01 2.1062506108054037e-03
508 15 -3 2.1185468750000000e-01 2.1273626388369099e-03 2.1185248818782806e-01 2.1277311639884781e-03
509 15 -2 2.1103671874999999e-01 2.1510700330413094e-03 2.1103451943782806e-01 2.1514378410643019e-03
510 15 -1 2.1040390624999999e-01 2.1804156141495700e-03 2.1040170693782806e-01 2.1807721150265851e-03
511 15 0 2.0999921874999999e-01 2.2013783745612292e-03 2.0999701943782806e-01 2.2017199009430476e-03
512 16 -31 2.0922031250000001e-01 2.2092260076729394e-03 2.0921811318782807e-01 2.2095703593292769e-03
513 16 -30 2.0937109374999999e-01 2.1866216843715708e-03 2.0936889443782805e-01 2.1869646615780636e-03
514 16 -29 2.0963085937500001e-01 2.1593191082976484e-03 2.0962866006282807e-01 2.1596784238429255e-03
515 16 -28 2.0979609375000000e-01 2.1393321323710385e-03 2.0979389443782806e-01 2.1397014173340644e-03
516 16 -27 2.1014492187500000e-01 2.1216408175975202e-03 2.1014272256282807e-01 2.1220068074423726e-03
517 16 -26 2.1009335937500001e-01 2.1079085617320818e-03 2.1009116006282808e-01 2.1082593895751203e-03
518 16 -25 2.1040820312500000e-01 2.0987054157803929e-03 2.1040600381282806e-01 2.0990341037678650e-03
519 16 -24 2.1059023437499999e-01 2.0927059827082414e-03 2.1058803506282806e-01 2.0930465977538554e-03
520 16 -23 2.1034414062500001e-01 2.0965050184106569e-03 2.1034194131282807e-01 2.0968517363315750e-03
521 16 -22 2.1005312500000001e-01 2.1076054292746100e-03 2.1005092568782807e-01 2.1079600961687881e-03
522 16 -21 2.0958554687500000e-01 2.1239727507565676e-03 2.0958334756282807e-01 2.1243246071915582e-03
523 16 -20 2.0958554687500000e-01 2.1413342499432123e-03 2.0958334756282807e-01 2.1416808235462780e-03
524 16 -19 2.0942734374999999e-01 2.1645112986649760e-03 2.0942514443782806e-01 2.1648659890516259e-03
525 16 -18 2.0951562500000001e-01 2.1848105341911229e-03 2.0951342568782808e-01 2.1851708254216409e-03
526 16 -17 2.0961601562500001e-01 2.2101259598234489e-03 2.0961381631282808e-01 2.2104771923172812e-03
527 16 -16 2.0977070312500001e-01 2.2315232834128019e-03 2.0976850381282808e-01 2.2318696698630665e-03
528 16 -15 2.0961601562500001e-01 2.2101259598234489e-03 2.0961381631282808e-01 2.2104771923172812e-03
529 16 -14 2.0951562500000001e-01 2.1848105341911229e-03 2.0951342568782808e-01 2.1851708254216409e-03
530 16 -13 2.0942734374999999e-01 2.1645112986649760e-03 2.0942514443782806e-01 2.1648659890516259e-03
531 16 -12 2.0958554687500000e-01 2.1413342499432123e-03 2.0958334756282807e-01 2.1416808235462780e-03
532 16 -11 2.0958554687500000e-01 2.1239727507565676e-03 2.0958334756282807e-01 2.1243246071915582e-03
533 16 -10 2.1005312500000001e-01 2.1076054292746100e-03 2.1005092568782807e-01 2.1079600961687881e-03
534 16 -9 2.1034414062500001e-01 2.0965050184106569e-03 2.1034194131282807e-01 2.0968517363315750e-03
535 16 -8 2.1059023437499999e-01 2.0927059827082414e-03 2.1058803506282806e-01 2.0930465977538554e-03
536 16 -7 2.1040820312500000e-01 2.0987054157803929e-03 2.1040600381282806e-01 2.0990341037678650e-03
537 16 -6 2.1009335937500001e-01 2.1079085617320818e-03 2.1009116006282808e-01 2.1082593895751203e-03
538 16 -5 2.1014492187500000e-01 2.1216408175975202e-03 2.1014272256282807e-01 2.1220068074423726e-03
539 16 -4 2.0979609375000000e-01 2.1393321323710385e-03 2.0979389443782806e-01 2.1397014173340644e-03
540 16 -3 2.0963085937500001e-01 2.1593191082976484e-03 2.0962866006282807e-01 2.1596784238429255e-03
541 16 -2 2.0937109374999999e-01 2.1866216843715708e-03 2.0936889443782805e-01 2.1869646615780636e-03
542 16 -1 2.0922031250000001e-01 2.2092260076729394e-03 2.0921811318782807e-01 2.2095703593292769e-03
543 16 0 2.0952695312500000e-01 2.2237009115443776e-03 2.0952475381282806e-01 2.2240250170200413e-03
544 17 -31 2.1040390624999999e-01 2.1804156141495700e-03 2.1040170693782806e-01 2.1807721150265851e-03
545 17 -30 2.1103671874999999e-01 2.1510700330413094e-03 2.1103451943782806e-01 2.1514378410643019e-03
546 17 -29 2.1185468750000000e-01 2.1273626388369099e-03 2.1185248818782806e-01 2.1277311639884781e-03
547 17 -28 2.1246445312500001e-01 2.1058810390300452e-03 2.1246225381282807e-01 2.1062506108054037e-03
548 17 -27 2.1300546875000001e-01 2.0865593845775521e-03 2.1300326943782807e-01 2.0868991226156573e-03
549 17 -26 2.1349062499999999e-01 2.0702002501409361e-03 2.1348842568782805e-01 2.0705336074799516e-03
550 17 -25 2.1384648437500001e-01 2.0646358355132567e-03 2.1384428506282807e-01 2.0649628960144658e-03
551 17 -24 2.1385585937500001e-01 2.0623454241873208e-03 2.1385366006282808e-01 2.0626685205456202e-03
552 17 -23 2.1343789062499999e-01 2.0722589508573898e-03 2.1343569131282805e-01 2.0726017209871028e-03
553 17 -22 2.1278828124999999e-01 2.0876615043104066e-03 2.1278608193782805e-01 2.0880058839736438e-03
554 17 -21 2.1226835937499999e-01 2.1098773358418717e-03 2.1226616006282806e-01 2.1102243707803365e-03
555 17 -20 2.1158281249999999e-01 2.1325260614088377e-03 2.1158061318782806e-01 2.1328840152544516e-03
556 17 -19 2.1102226562500001e-01 2.1566185957565295e-03 2.1102006631282808e-01 2.1569700978206052e-03
557 17 -18 2.1059960937500000e-01 2.1843950542790032e-03 2.1059741006282806e-01 2.1847613927086871e-03
558 17 -17 2.1024921874999999e-01 2.2082264302430857e-03 2.1024701943782806e-01 2.2085772933586757e-03
559 17 -16 2.0952929687499999e-01 2.2143962220615896e-03 2.0952709756282806e-01 2.2147467772330072e-03
560 17 -15 2.0905390625000000e-01 2.1992997470514043e-03 2.0905170693782807e-01 2.1996468181821956e-03
561 17 -14 2.0834687499999999e-01 2.1781406101485106e-03 2.0834467568782805e-01 2.1784801813248943e-03
562 17 -13 2.0786601562500001e-01 2.1619250755313662e-03 2.0786381631282808e-01 2.1622782183577435e-03
563 17 -12 2.0750664062499999e-01 2.1441078849487017e-03 2.0750444131282805e-01 2.1444546142042908e-03
564 17 -11 2.0741054687499999e-01 2.1315721809859727e-03 2.0740834756282805e-01 2.1319169735335283e-03
565 17 -10 2.0763789062499999e-01 2.1210495729134258e-03 2.0763569131282805e-01 2.1214020885033701e-03
566 17 -9 2.0765507812500000e-01 2.1154671126252470e-03 2.0765287881282807e-01 2.1158216426351386e-03
567 17 -8 2.0764960937499999e-01 2.1174298037624989e-03 2.0764741006282805e-01 2.1177889761315968e-03
568 17 -7 2.0744140624999999e-01 2.1251287354014129e-03 2.0743920693782805e-01 2.1254784971823327e-03
569 17 -6 2.0770664062499999e-01 2.1333384215894259e-03 2.0770444131282806e-01 2.1336915458520121e-03
570 17 -5 2.0810585937500001e-01 2.1433254593371822e-03 2.0810366006282807e-01 2.1436840297634667e-03
571 17 -4 2.0821054687500001e-01 2.1606750042483863e-03 2.0820834756282808e-01 2.1610303979181424e-03
572 17 -3 2.0850039062500000e-01 2.1785121749982490e-03 2.0849819131282807e-01 2.1788599820480219e-03
573 17 -2 2.0876367187500000e-01 2.1951330997892603e-03 2.0876147256282807e-01 2.1954937376018717e-03
574 17 -1 2.0936328125000001e-01 2.2077459403531908e-03 2.0936108193782807e-01 2.2080825322168011e-03
575 17 0 2.0999921874999999e-01 2.2013783745612292e-03 2.0999701943782806e-01 2.2017199009430476e-03
576 18 -31 2.1295429687500000e-01 2.1394326680164422e-03 2.1295209756282807e-01 2.1397800718208201e-03
577 18 -30 2.1427578124999999e-01 2.1126838410292243e-03 2.1427358193782806e-01 2.1130446871108896e-03
578 18 -29 2.1539101562499999e-01 2.0846337188302312e-03 2.1538881631282805e-01 2.0850007283581724e-03
579 18 -28 2.1638242187500001e-01 2.0610594159612273e-03 2.1638022256282807e-01 2.0614354949931874e-03
580 18 -27 2.1746054687499999e-01 2.0412195001308004e-03 2.1745834756282806e-01 2.0415753772893351e-03
581 18 -26 2.1809960937500000e-01 2.0267787995918488e-03 2.1809741006282807e-01 2.0271161663478676e-03
582 18 -25 2.1829765625000000e-01 2.0244908539463454e-03 2.1829545693782806e-01 2.0248081153965698e-03
583 18 -24 2.1815156250000001e-01 2.0308784702891469e-03 2.1814936318782807e-01 2.0312142819249165e-03
584 18 -23 2.1743554687500000e-01 2.0425861062211099e-03 2.1743334756282806e-01 2.0429229065376912e-03
585 18 -22 2.1632070312500001e-01 2.0653242309772793e-03 2.1631850381282808e-01 2.0656710945545944e-03
586 18 -21 2.1514179687500001e-01 2.0895435233785247e-03 2.1513959756282808e-01 2.0898989679278912e-03
587 18 -20 2.1395156250000000e-01 2.1163097932176992e-03 2.1394936318782806e-01 2.1166826965528540e-03
588 18 -19 2.1303867187500000e-01 2.1430242754174964e-03 2.1303647256282807e-01 2.1433919363719172e-03
589 18 -18 2.1199843750000000e-01 2.1695005967068384e-03 2.1199623818782806e-01 2.1698637991295297e-03
590 18 -17 2.1078789062500000e-01 2.1885057094883846e-03 2.1078569131282807e-01 2.1888498868200645e-03
591 18 -16 2.0959609374999999e-01 2.1879107721326217e-03 2.0959389443782805e-01 2.1882451230756102e-03
592 18 -15 2.0834218750000000e-01 2.1825940986055052e-03 2.0833998818782806e-01 2.1829358834835081e-03
593 18 -14 2.0730000000000001e-01 2.1703284830000029e-03 2.0729780068782808e-01 2.1706841003755963e-03
594 18 -13 2.0662539062499999e-01 2.1555877127678925e-03 2.0662319131282805e-01 2.1559424855767803e-03
595 18 -12 2.0617500000000000e-01 2.1449699827854889e-03 2.0617280068782806e-01 2.1453322548312440e-03
596 18 -11 2.0598867187500000e-01 2.1376994665724541e-03 2.0598647256282807e-01 2.1380531618810008e-03
597 18 -10 2.0579921875000001e-01 2.1335340765267106e-03 2.0579701943782808e-01 2.1338849823161403e-03
598 18 -9 2.0545429687500000e-01 2.1327752709340906e-03 2.0545209756282806e-01 2.1331425081457943e-03
599 18 -8 2.0571953125000000e-01 2.1356581714156121e-03 2.0571733193782807e-01 2.1360309961556967e-03
600 18 -7 2.0593945312500000e-01 2.1409710386046609e-03 2.0593725381282807e-01 2.1413375057476435e-03
601 18 -6 2.0659218750000000e-01 2.1482455050007344e-03 2.0658998818782806e-01 2.1485993092042908e-03
602 18 -5 2.0696249999999999e-01 2.1582839316885895e-03 2.0696030068782806e-01 2.1586241529122840e-03
603 18 -4 2.0759062500000000e-01 2.1737302713263364e-03 2.0758842568782807e-01 2.1740675884377959e-03
604 18 -3 2.0824960937500001e-01 2.1807740551742331e-03 2.0824741006282807e-01 2.1811281580850178e-03
605 18 -2 2.0936406250000000e-01 2.1874455043993202e-03 2.0936186318782807e-01 2.1878008547310170e-03
606 18 -1 2.1038046874999999e-01 2.1841528050970207e-03 2.1037826943782806e-01 2.1844902069924400e-03
607 18 0 2.1165624999999999e-01 2.1646522859440887e-03 2.1165405068782805e-01 2.1650107153874652e-03
608 19 -31 2.1659375000000000e-01 2.0881395270839335e-03 2.1659155068782807e-01 2.0884839580167917e-03
609 19 -30 2.1866679687500001e-01 2.0576464132765135e-03 2.1866459756282808e-01 2.0579991106473893e-03
610 19 -29 2.2042578125000001e-01 2.0300153094686864e-03 2.2042358193782807e-01 2.0303868785506041e-03
611 19 -28 2.2179843750000000e-01 2.0062942550731319e-03 2.2179623818782807e-01 2.0066472459739915e-03
612 19 -27 2.2283945312500000e-01 1.9903883958090353e-03 2.2283725381282807e-01 1.9907383590595487e-03
613 19 -26 2.2335312500000001e-01 1.9818143594376942e-03 2.2335092568782808e-01 1.9821422232381503e-03
614 19 -25 2.2355468749999999e-01 1.9820485331947485e-03 2.2355248818782805e-01 1.9823972519313884e-03
615 19 -24 2.2340585937499999e-01 1.9953823472344001e-03 2.2340366006282805e-01 1.9957351391263027e-03
616 19 -23 2.2219296875000000e-01 2.0130111648090769e-03 2.2219076943782806e-01 2.0133552724683440e-03
617 19 -22 2.2042812500000000e-01 2.0367285058022966e-03 2.2042592568782807e-01 2.0371034653301409e-03
618 19 -21 2.1859648437500001e-01 2.0632322754232063e-03 2.1859428506282808e-01 2.0636116625118899e-03
619 19 -20 2.1706875000000000e-01 2.0923030053534163e-03 2.1706655068782807e-01 2.0926892279810373e-03
620 19 -19 2.1502265625000000e-01 2.1215647146193470e-03 2.1502045693782806e-01 2.1219343474400882e-03
621 19 -18 2.1323710937500001e-01 2.1458512602434161e-03 2.1323491006282808e-01 2.1461963702420058e-03
622 19 -17 2.1126953125000000e-01 2.1586805449745144e-03 2.1126733193782807e-01 2.1590186567901071e-03
623 19 -16 2.0961953124999999e-01 2.1649840663966712e-03 2.0961733193782806e-01 2.1653204021679731e-03
624 19 -15 2.0781992187500001e-01 2.1627448804876549e-03 2.0781772256282807e-01 2.1630970564166193e-03
625 19 -14 2.0655429687499999e-01 2.1542563217192513e-03 2.0655209756282805e-01 2.1546294326058196e-03
626 19 -13 2.0578164062500001e-01 2.1491919712150268e-03 2.0577944131282808e-01 2.1495448557581225e-03
627 19 -12 2.0504648437500000e-01 2.1442670226531645e-03 2.0504428506282807e-01 2.1446215857901657e-03
628 19 -11 2.0470625000000001e-01 2.1400230595282144e-03 2.0470405068782807e-01 2.1403757649858684e-03
629 19 -10 2.0438398437499999e-01 2.1382511439432426e-03 2.0438178506282806e-01 2.1386183630886157e-03
630 19 -9 2.0407968750000000e-01 2.1406379264550402e-03 2.0407748818782806e-01 2.1410055370964160e-03
631 19 -8 2.0415703125000001e-01 2.1460199460456284e-03 2.0415483193782807e-01 2.1463947891732621e-03
632 19 -7 2.0530273437499999e-01 2.1475664760439222e-03 2.0530053506282805e-01 2.1479272302687390e-03
633 19 -6 2.0593906249999999e-01 2.1534888145664679e-03 2.0593686318782806e-01 2.1538279974366746e-03
634 19 -5 2.0685078125000000e-01 2.1612989552042749e-03 2.0684858193782807e-01 2.1616406552417448e-03
635 19 -4 2.0776601562499999e-01 2.1641677399916758e-03 2.0776381631282806e-01 2.1645168477849321e-03
636 19 -3 2.0949414062499999e-01 2.1662602959160921e-03 2.0949194131282806e-01 2.1666321759403902e-03
637 19 -2 2.1112695312499999e-01 2.1582669135617057e-03 2.1112475381282805e-01 2.1586413298782278e-03
638 19 -1 2.1309960937500000e-01 2.1421435997357966e-03 2.1309741006282806e-01 2.1425049929221862e-03
639 19 0 2.1510156250000001e-01 2.1193375282946062e-03 2.1509936318782807e-01 2.1197007840146310e-03
640 20 -31 2.2200429687500001e-01 2.0259573642014013e-03 2.2200209756282807e-01 2.0263010779784036e-03
641 20 -30 2.2461953125000000e-01 1.9979065403277194e-03 2.2461733193782807e-01 1.9982734221328266e-03
642 20 -29 2.2683359375000001e-01 1.9650277093151802e-03 2.2683139443782807e-01 1.9653884279289156e-03
643 20 -28 2.2846992187500001e-01 1.9458883368632445e-03 2.2846772256282807e-01 1.9462385039251233e-03
644 20 -27 2.2966484374999999e-01 1.9356246619554669e-03 2.2966264443782805e-01 1.9359744793743631e-03
645 20 -26 2.3011562499999999e-01 1.9304651250724770e-03 2.3011342568782805e-01 1.9308031258919020e-03
646 20 -25 2.3005234375000000e-01 1.9342369654752336e-03 2.3005014443782806e-01 1.9345840078523952e-03
647 20 -24 2.2917539062500000e-01 1.9513242764516376e-03 2.2917319131282807e-01 1.9516989517721480e-03
648 20 -23 2.2714960937500001e-01 1.9732974321171087e-03 2.2714741006282807e-01 1.9736692186234413e-03
649 20 -22 2.2473984375000000e-01 2.0012775477632164e-03 2.2473764443782807e-01 2.0016722884202091e-03
650 20 -21 2.2214414062499999e-01 2.0323917737498907e-03 2.2214194131282805e-01 2.0327906746683590e-03
651 20 -20 2.1970312500000000e-01 2.0614458065824968e-03 2.1970092568782806e-01 2.0618363171159321e-03
652 20 -19 2.1712226562500000e-01 2.0942340935199448e-03 2.1712006631282807e-01 2.0945954821122510e-03
653 20 -18 2.1447070312500000e-01 2.1173786885214600e-03 2.1446850381282806e-01 2.1177337787046720e-03
654 20 -17 2.1181601562499999e-01 2.1337428288004620e-03 2.1181381631282806e-01 2.1340779961545229e-03
655 20 -16 2.0950820312499999e-01 2.1409352026287155e-03 2.0950600381282805e-01 2.1412839475829252e-03
656 20 -15 2.0773242187499999e-01 2.1417124432472107e-03 2.0773022256282805e-01 2.1420653040482088e-03
657 20 -14 2.0608710937499999e-01 2.1439545135761556e-03 2.0608491006282806e-01 2.1443194735834854e-03
658 20 -13 2.0481562500000000e-01 2.1403130775249257e-03 2.0481342568782807e-01 2.1406877416962895e-03
659 20 -12 2.0389257812500000e-01 2.1384067999790533e-03 2.0389037881282807e-01 2.1387858215348304e-03
660 20 -11 2.0341210937500001e-01 2.1409854059590556e-03 2.0340991006282808e-01 2.1413506320563385e-03
661 20 -10 2.0320351562500000e-01 2.1430465375018816e-03 2.0320131631282806e-01 2.1434261665648933e-03
662 20 -9 2.0317304687500001e-01 2.1467394385783819e-03 2.0317084756282808e-01 2.1471273786203568e-03
663 20 -8 2.0392109375000000e-01 2.1464036060071206e-03 2.0391889443782807e-01 2.1467622668148866e-03
664 20 -7 2.0510468749999999e-01 2.1481021591130923e-03 2.0510248818782806e-01 2.1484576412760491e-03
665 20 -6 2.0630820312500001e-01 2.1510480013837911e-03 2.0630600381282807e-01 2.1513836470719800e-03
666 20 -5 2.0783476562500000e-01 2.1469047044625281e-03 2.0783256631282807e-01 2.1472491959411920e-03
667 20 -4 2.0957460937500000e-01 2.1434983598059040e-03 2.0957241006282806e-01 2.1438437404382726e-03
668 20 -3 2.1192109375000001e-01 2.1327035360071871e-03 2.1191889443782808e-01 2.1330647691897441e-03
669 20 -2 2.1451406249999999e-01 2.1145659062615733e-03 2.1451186318782806e-01 2.1149427280699696e-03
670 20 -1 2.1687656250000001e-01 2.0891757050829842e-03 2.1687436318782807e-01 2.0895450663003922e-03
671 20 0 2.1943632812500000e-01 2.0598189359589199e-03 2.1943412881282806e-01 2.0601643791033912e-03
672 21 -31 2.2920429687499999e-01 1.9562874078790041e-03 2.2920209756282806e-01 1.9566321269243511e-03
673 21 -30 2.3265976562499999e-01 1.9246283199378048e-03 2.3265756631282805e-01 1.9249920858370184e-03
674 21 -29 2.3544218750000001e-01 1.8983270454621889e-03 2.3543998818782808e-01 1.8986920745519096e-03
675 21 -28 2.3721679687500000e-01 1.8803051752597940e-03 2.3721459756282806e-01 1.8806729299665570e-03
676 21 -27 2.3821914062499999e-01 1.8688233416665656e-03 2.3821694131282806e-01 1.8691768673776705e-03
677 21 -26 2.3834374999999999e-01 1.8663785937413078e-03 2.3834155068782806e-01 1.8667533458325966e-03
678 21 -25 2.3769843750000000e-01 1.8791454578108977e-03 2.3769623818782806e-01 1.8795265884844008e-03
679 21 -24 2.3539882812499999e-01 1.8998996923330254e-03 2.3539662881282805e-01 1.9002954810974026e-03
680 21 -23 2.3253945312499999e-01 1.9278992433575083e-03 2.3253725381282805e-01 1.9283026367066063e-03
681 21 -22 2.2916562500000001e-01 1.9633334431482532e-03 2.2916342568782808e-01 1.9637343360766075e-03
682 21 -21 2.2579023437500001e-01 1.9956743438995263e-03 2.2578803506282807e-01 1.9960877944354923e-03
683 21 -20 2.2242382812500000e-01 2.0298891774825339e-03 2.2242162881282806e-01 2.0302913785440703e-03
684 21 -19 2.1907773437500000e-01 2.0645831915589051e-03 2.1907553506282806e-01 2.0649625340787587e-03
685 21 -18 2.1555781250000000e-01 2.0900849686138101e-03 2.1555561318782807e-01 2.0904442306288805e-03
686 21 -17 2.1238398437500000e-01 2.1108294240432166e-03 2.1238178506282807e-01 2.1111828185529070e-03
687 21 -16 2.0964570312500000e-01 2.1217276250963613e-03 2.0964350381282806e-01 2.1220949583808154e-03
688 21 -15 2.0741484374999999e-01 2.1276968169962923e-03 2.0741264443782806e-01 2.1280715172277299e-03
689 21 -14 2.0540078125000000e-01 2.1344692144830021e-03 2.0539858193782806e-01 2.1348465973246500e-03
690 21 -13 2.0397460937500000e-01 2.1365077141520519e-03 2.0397241006282807e-01 2.1368832377387146e-03
691 21 -12 2.0307812500000000e-01 2.1384431084839868e-03 2.0307592568782806e-01 2.1388130753211931e-03
692 21 -11 2.0275000000000001e-01 2.1433169746466790e-03 2.0274780068782808e-01 2.1436985252119654e-03
693 21 -10 2.0279882812500000e-01 2.1449015389810363e-03 2.0279662881282806e-01 2.1452873912479534e-03
694 21 -9 2.0329218750000000e-01 2.1461088829895104e-03 2.0328998818782806e-01 2.1464682974148643e-03
695 21 -8 2.0439609375000001e-01 2.1416397838586562e-03 2.0439389443782807e-01 2.1419856589159117e-03
696 21 -7 2.0586328125000000e-01 2.1385747334530920e-03 2.0586108193782807e-01 2.1389203379195702e-03
697 21 -6 2.0757851562499999e-01 2.1338086730327398e-03 2.0757631631282805e-01 2.1341572950409702e-03
698 21 -5 2.0987968750000000e-01 2.1221735091825483e-03 2.0987748818782806e-01 2.1225350898646262e-03
699 21 -4 2.1236406250000001e-01 2.1085463610250065e-03 2.1236186318782807e-01 2.1088988263792672e-03
700 21 -3 2.1555703125000000e-01 2.0876268386188605e-03 2.1555483193782807e-01 2.0879938185861206e-03
701 21 -2 2.1873281250000001e-01 2.0584454185767873e-03 2.1873061318782808e-01 2.0588154029194641e-03
702 21 -1 2.2210351562500000e-01 2.0265382844747277e-03 2.2210131631282806e-01 2.0268989201947863e-03
703 21 0 2.2587812500000001e-01 1.9898127332437354e-03 2.2587592568782808e-01 1.9901486425688807e-03
704 22 -31 2.3829882812500000e-01 1.8775734617081481e-03 2.3829662881282807e-01 1.8779261149612231e-03
705 22 -30 2.4254101562499999e-01 1.8451000212356095e-03 2.4253881631282806e-01 1.8454535977347659e-03
706 22 -29 2.4594570312500000e-01 1.8174982703577176e-03 2.4594350381282806e-01 1.8178805251836134e-03
707 22 -28 2.4797265625000001e-01 1.8002076936213054e-03 2.4797045693782807e-01 1.8005992772517009e-03
708 22 -27 2.4868632812499999e-01 1.7899626736760986e-03 2.4868412881282806e-01 1.7903458015530119e-03
709 22 -26 2.4796953125000001e-01 1.7981020809978961e-03 2.4796733193782808e-01 1.7984944993336884e-03
710 22 -25 2.4579960937500001e-01 1.8170171309415692e-03 2.4579741006282807e-01 1.8174106678370448e-03
711 22 -24 2.4222226562499999e-01 1.8449091053269633e-03 2.4222006631282805e-01 1.8453158339938255e-03
712 22 -23 2.3820937500000000e-01 1.8827938039787527e-03 2.3820717568782807e-01 1.8832121519046319e-03
713 22 -22 2.3366250000000000e-01 1.9223323937423650e-03 2.3366030068782806e-01 1.9227451082689689e-03
714 22 -21 2.2933437500000001e-01 1.9590880330875179e-03 2.2933217568782807e-01 1.9595219151325701e-03
715 22 -20 2.2493476562500000e-01 1.9965800460677342e-03 2.2493256631282807e-01 1.9969966571450623e-03
716 22 -19 2.2062343749999999e-01 2.0353301808474123e-03 2.2062123818782806e-01 2.0357290214814837e-03
717 22 -18 2.1661914062500001e-01 2.0673748799557010e-03 2.1661694131282808e-01 2.0677684785534826e-03
718 22 -17 2.1279179687499999e-01 2.0908102174959182e-03 2.1278959756282806e-01 2.0911862177429782e-03
719 22 -16 2.0982382812500000e-01 2.1066812291792845e-03 2.0982162881282806e-01 2.1070597898083685e-03
720 22 -15 2.0724687500000000e-01 2.1193642785780125e-03 2.0724467568782806e-01 2.1197566124611391e-03
721 22 -14 2.0507304687500000e-01 2.1294566369640705e-03 2.0507084756282806e-01 2.1298491590041936e-03
722 22 -13 2.0347148437500001e-01 2.1353148353987061e-03 2.0346928506282808e-01 2.1356888708043012e-03
723 22 -12 2.0268398437499999e-01 2.1417617710360460e-03 2.0268178506282805e-01 2.1421534893033352e-03
724 22 -11 2.0258828125000000e-01 2.1437484772310325e-03 2.0258608193782807e-01 2.1441317615918374e-03
725 22 -10 2.0292460937500001e-01 2.1460619211178065e-03 2.0292241006282807e-01 2.1464276455531420e-03
726 22 -9 2.0373437500000000e-01 2.1431107488043230e-03 2.0373217568782806e-01 2.1434520847945803e-03
727 22 -8 2.0509335937500001e-01 2.1357306704757771e-03 2.0509116006282807e-01 2.1360726567580209e-03
728 22 -7 2.0713203124999999e-01 2.1262115738273192e-03 2.0712983193782805e-01 2.1265540330240762e-03
729 22 -6 2.0975976562500001e-01 2.1100248556797387e-03 2.0975756631282808e-01 2.1103624087531691e-03
730 22 -5 2.1255312500000001e-01 2.0942806052241347e-03 2.1255092568782807e-01 2.0946230404852652e-03
731 22 -4 2.1620234375000000e-01 2.0662467577715555e-03 2.1620014443782806e-01 2.0665948834065651e-03
732 22 -3 2.2051992187500000e-01 2.0347774361001453e-03 2.2051772256282806e-01 2.0351389280795643e-03
733 22 -2 2.2481523437500001e-01 1.9955640131184694e-03 2.2481303506282807e-01 1.9959058970322571e-03
734 22 -1 2.2935703125000001e-01 1.9556011658466658e-03 2.2935483193782807e-01 1.9559525258513776e-03
735 22 0 2.3377695312499999e-01 1.9154988473855388e-03 2.3377475381282806e-01 1.9158442287714671e-03
736 23 -31 2.5019765625000001e-01 1.7880670844172665e-03 2.5019545693782808e-01 1.7884336801995558e-03
737 23 -30 2.5502304687499999e-01 1.7541838245998254e-03 2.5502084756282806e-01 1.7545817563597618e-03
738 23 -29 2.5851171875000001e-01 1.7279462599521763e-03 2.5850951943782807e-01 1.7283665865156161e-03
739 23 -28 2.6045546874999997e-01 1.7132787618077865e-03 2.6045326943782804e-01 1.7136866135495563e-03
740 23 -27 2.6022812499999998e-01 1.7138262132032236e-03 2.6022592568782804e-01 1.7142405746378292e-03
741 23 -26 2.5831289062500001e-01 1.7293896053137252e-03 2.5831069131282808e-01 1.7298115104020198e-03
742 23 -25 2.5446367187500002e-01 1.7554115272464242e-03 2.5446147256282808e-01 1.7558443812781736e-03
743 23 -24 2.4943554687500000e-01 1.7908515804397225e-03 2.4943334756282806e-01 1.7912745184458893e-03
744 23 -23 2.4362500000000001e-01 1.8356228852771271e-03 2.4362280068782807e-01 1.8360586493188177e-03
745 23 -22 2.3791953125000001e-01 1.8822482886314844e-03 2.3791733193782807e-01 1.8826735262251228e-03
746 23 -21 2.3215117187500001e-01 1.9275239316134960e-03 2.3214897256282807e-01 1.9279548003920341e-03
747 23 -20 2.2687968750000001e-01 1.9721768471304547e-03 2.2687748818782807e-01 1.9726012601209574e-03
748 23 -19 2.2213046875000000e-01 2.0127949498627206e-03 2.2212826943782807e-01 2.0131942331871478e-03
749 23 -18 2.1744062500000000e-01 2.0480952800998268e-03 2.1743842568782806e-01 2.0484956249927516e-03
750 23 -17 2.1322500000000000e-01 2.0763763909735122e-03 2.1322280068782806e-01 2.0767648886550706e-03
751 23 -16 2.0955195312500000e-01 2.0985109001169246e-03 2.0954975381282806e-01 2.0988950153792555e-03
752 23 -15 2.0719765625000000e-01 2.1154329190493275e-03 2.0719545693782807e-01 2.1158303382136112e-03
753 23 -14 2.0477343749999999e-01 2.1299017583550988e-03 2.0477123818782805e-01 2.1303030016831858e-03
754 23 -13 2.0328554687500000e-01 2.1388720335809119e-03 2.0328334756282807e-01 2.1392698288805229e-03
755 23 -12 2.0290195312500001e-01 2.1442641424864839e-03 2.0289975381282807e-01 2.1446525451938019e-03
756 23 -11 2.0280234375000000e-01 2.1434575726292371e-03 2.0280014443782807e-01 2.1438302251684136e-03
